yi'ge 一个
sha'ji'chi'hou 杀鸡哧猴
sha'ji'hai'hou 杀鸡骇猴
sha'ji'qu'dan 杀鸡取蛋
sha'yi'li'bai 杀一砺百
sha'shen'bao'guo 杀身报国
sha'ren'ying'ye 杀人盈野
sha'shen'cheng'yi 杀身成义
sha'ren'ru'yi 杀人如蓺
sha'ren'ru'hao 杀人如蒿
sha'li'tao'jin 砂里淘金
se'ru'si'hui 色如死灰
se'li'dan'bo 色厉胆薄
se'dan'mi'tian 色胆迷天
se'dan'ru'tian 色胆如天
se'nong'qin'diao 瑟弄琴调
se'diao'qin'nong 瑟调琴弄
sao'ni'shu'yuan 嫂溺叔援
sao'guo'gua'zao 扫锅刮灶
sao'di'wu'yi 扫地无遗
sao'xue'qin'qu 扫穴擒渠
sao'xue'li'ting 扫穴犁庭
sao'di'wu'yu 扫地无余
sao'mu'wang'sang 扫墓望丧
sao'di'ju'jin 扫地俱尽
sao'ren'ci'ke 骚人词客
sao'ren'mo'shi 骚人墨士
sao'qing'fu'gu 骚情赋骨
sao'ren'yi'ke 骚人逸客
sao'weng'mo'ke 骚翁墨客
sao'ren'ya'shi 骚人雅士
sao'shou'chi'chu 搔首踟蹰
sao'tou'zhua'er 搔头抓耳
sao'zhe'yang'chu 搔着痒处
sang'dan'you'hun 丧胆游魂
sang'shi'ru'guo 丧师辱国
sang'jia'zhi'gou 丧家之狗
sang'tian'hai'li 丧天害理
sang'dan'wang'hun 丧胆亡魂
sang'hun'shi'po 丧魂失魄
sang'jian'zhi'yin 桑间之音
sang'yu'mo'jing 桑榆末景
sang'hu'juan'shu 桑户棬枢
sang'tu'zhi'mou 桑土之谋
sang'tu'zhi'fang 桑土之防
sang'zhong'zhi'xi 桑中之喜
sang'hu'hao'shi 桑弧蒿矢
sang'shu'wei'dai 桑枢韦带
sang'shu'weng'you 桑枢甕牖
sang'tian'bi'hai 桑田碧海
sang'yin'wei'yi 桑荫未移
sang'yu'zhi'jing 桑榆之景
sang'jian'zhi'yue 桑间之约
sang'tu'chou'miu 桑土绸缪
sang'hu'juan'shu 桑户桊枢
sang'hu'peng'shu 桑户蓬枢
sang'jian'zhi'yong 桑间之咏
sang'yin'bu'xi 桑荫不徙
san'hui'jiong'hu 散灰扃户
san'dai'heng'men 散带衡门
san'yan'sui'yu 散言碎语
san'ma'xiu'niu 散马休牛
san'shang'chou'hai 散伤丑害
san'zhen'tou'chao 散阵投巢
san'jie'liu'shi 三街六市
san'gao'tou'zhu 三告投杼
san'bing'si'tong 三病四痛
san'zhen'wu'lie 三贞五烈
san'zhe'qi'gong 三折其肱
san'cun'niao'qi'cun'zui 三寸鸟七寸嘴
san'fu'zhi'dui 三夫之对
san'zhe'gong'wei'liang'yi 三折肱为良医
san'hui'jiu'zhuan 三回九转
san'san'si'si 三三四四
san'shi'liu'ce'zou'wei'shang'ce 三十六策走为上策
san'tou'liu'zheng 三头六证
san'fu'zhi'yan 三夫之言
san'jian'zhi'yi 三谏之义
san'yuan'cheng'fu 三怨成府
san'fen'xiang'ren'qi'fen'xiang'gui 三分像人七分像鬼
san'gui'jiu'kou 三跪九叩
san'fu'bai'gui 三复白圭
san'po'liang'sao 三婆两嫂
san'lao'si'shao 三老四少
san'quan'liang'jiao 三拳两脚
san'deng'jiu'ge 三等九格
san'shou'du'he 三兽渡河
san'bu'ao'liu 三不拗六
san'huai'jiu'ji 三槐九棘
san'qin'si'juan 三亲四眷
san'ji'liang'bao 三饥两饱
san'xi'cheng'guo 三徙成国
san'shan'wu'yue 三山五岳
san'qian'zhi'jiao 三迁之教
san'tu'san'wo 三吐三握
san'qin'liu'juan 三亲六眷
san'yan'liang'ju 三言两句
san'xun'san'mu 三薰三沐
san'ying'san'xu 三盈三虚
san'bai'weng'ji 三百瓮齑
san'tian'da'yu'liang'tian'shai'wang 三天打鱼两天晒网
san'xun'san'mu 三熏三沐
san'ban'liang'yang 三般两样
san'cha'liu'li 三茶六礼
san'tou'liang'ri 三头两日
san'mu'san'xun 三沐三熏
san'xin'liang'yi 三心两意
san'fan'si'fu 三反四覆
san'gu'cao'lu 三顾草庐
san'fen'ding'li 三分鼎立
san'deng'jiu'ban 三等九般
san'jie'liang'shi 三街两市
san'hao'liang'qian 三好两歉
san'fan'si'fu 三翻四覆
san'mu'san'xun 三沐三薰
san'xie'cheng'wu 三写成乌
san'xie'yi'zi 三写易字
san'fu'cheng'shi'hu 三夫成市虎
san'huan'wu'kou 三环五扣
san'fen'si'ren'qi'fen'si'gui 三分似人七分似鬼
san'lin'si'she 三邻四舍
san'cha'wu'cuo 三差五错
san'hao'er'qie 三好二怯
san'wo'liang'kuai 三窝两块
san'hui'wu'ci 三回五次
san'tai'ba'zuo 三台八座
san'mao'qi'kong 三毛七孔
san'wa'liang'xiang 三瓦两巷
san'tang'liang'ge 三汤两割
san'tang'wu'ge 三汤五割
san'tou'ba'bi 三头八臂
san'qi'xian'ning 三期贤佞
san'xi'cheng'dou 三徙成都
san'hun'wu'yan 三荤五厌
san'jie'liang'shou 三节两寿
san'ri'da'yu'liang'ri'shai'wang 三日打鱼两日晒网
san'fen'xiang'ren'qi'fen'si'gui 三分像人七分似鬼
san'chao'wu'ri 三朝五日
san'shi'wu'gui 三尸五鬼
san'yan'e'hu 三言讹虎
san'shi'nian'he'dong'san'shi'nian'he'xi 三十年河东三十年河西
san'yang'jiao'tai 三阳交泰
san'zai'liu'nan 三灾六难
san'tou'liu'mian 三头六面
san'qiu'si'gao 三求四告
san'shou'liu'bi 三首六臂
san'qing'si'bai 三清四白
san'hao'liang'dai 三好两歹
san'bu'liang'jiao 三步两脚
san'bang'ding'an 三榜定案
san'ri'xin'fu 三日新妇
san'luan'ba'ju 三臡八菹
san'jiang'wu'hu 三江五湖
san'dong'er'xia 三冬二夏
san'chang'si'duan 三长四短
san'die'yang'guan 三叠阳关
san'jiang'qi'ze 三江七泽
san'feng'shi'qian 三风十愆
san'hun'chu'qiao 三魂出窍
san'shi'liu'ji'zou'wei'shang'ji 三十六计走为上计
sai'er'tou'ling 塞耳偷铃
sai'bei'jiang'nan 塞北江南
sai'weng'de'ma 塞翁得马
sai'er'dao'zhong 塞耳盗钟
sai'weng'zhi'ma 塞翁之马
sai'shang'jiang'nan 塞上江南
sai'weng'shi'ma'yan'zhi'fei'fu 塞翁失马焉知非福
sai'jing'yi'zao 塞井夷灶
sai'weng'shi'ma'an'zhi'fei'fu 塞翁失马安知非福
sai'jing'fen'she 塞井焚舍
sa'sao'ying'dui 洒扫应对
sa'sa'xiao'xiao 洒洒潇潇
sa'xin'geng'shi 洒心更始
sa'po'da'gun 撒泼打滚
sa'po'fang'diao 撒泼放刁
sa'jiao'mai'qiao 撒娇卖俏
sa'chi'sa'jiao 撒痴撒娇
sa'ke'da'hun 撒科打诨
sa'zha'dao'xu 撒诈捣虚
sa'sao'fang'pi 撒骚放屁
ruo'ben'qiang'mo 弱本强末
ruo'peng'xiao'xian 若烹小鲜
ruo'you'ruo'wu 若有若无
ruo'li'ruo'ji 若离若即
ruo'she'yuan'bing 若涉渊冰
ruo'she'yuan'shui 若涉渊水
ruo'sang'kao'bi 若丧考妣
ruo'luan'tou'shi 若卵投石
ruo'yao'ren'bu'zhi'chu'fei'ji'mo'wei 若要人不知除非己莫为
ruo'shi'zhong'fu 若释重负
ruo'he'fu'jie 若合符节
ruo'yin'ruo'xian 若隐若显
ruo'ming'ruo'mei 若明若昧
ruo'ao'zhi'gui 若敖之鬼
ruo'you'suo'wang 若有所亡
ruo'beng'jue'jiao 若崩厥角
ruo'you'suo'sang 若有所丧
run'wu'run'shen 润屋润身
rui'cuo'wang'jue 锐挫望绝
rui'cuo'qi'suo 锐挫气索
ruan'xiang'wen'yu 软香温玉
ruan'tan'li'yu 软谈丽语
ruan'yu'wen'yan 软语温言
ruan'qiu'kuai'ma 软裘快马
ru'si'chu'sheng 入死出生
ru'gu'xiang'si 入骨相思
ru'xiao'chu'di 入孝出弟
ru'shi'sheng'tang 入室升堂
ru'jing'wen'jin 入竟问禁
ru'bao'shan'er'kong'hui 入宝山而空回
ru'li'qie'qing 入理切情
ru'xiao'chu'ti 入孝出悌
ru'wen'chu'wu 入文出武
ru'ge'deng'tan 入阁登坛
ru'hai'suan'sha 入海算沙
ru'shi'sheng'tang 入室昇堂
ru'bang'wen'su 入邦问俗
ru'xiang'wen'su 入乡问俗
ru'huo'fu'tang 入火赴汤
ru'cheng'ren'ye 汝成人耶
ru'nan'chen'ji 汝南晨鸡
ru'chou'wei'chu 乳臭未除
ru'sheng'ru'qi 乳声乳气
ru'guo'tian'min 辱国殄民
ru'men'bai'hu 辱门败户
ru'shen'bai'ming 辱身败名
ru'guo'sang'shi 辱国丧师
ru'guo'yang'min 辱国殃民
ru'qi'cao'jie 如泣草芥
ru'zhi'zhu'zhang 如指诸掌
ru'chi'zuo'quan 如持左券
ru'ke'ru'ji 如渴如饥
ru'yu'si'shui 如鱼似水
ru'hua'si'duo 如花似朵
ru'yu'yin'shui'leng'nuan'zi'zhi 如鱼饮水冷暖自知
ru'lang'ru'hu 如狼如虎
ru'wen'qi'sheng'ru'jian'qi'ren 如闻其声如见其人
ru'duo'yan'wu 如堕烟雾
ru'chi'si'zui 如痴似醉
ru'wu'qi'shi 如无其事
ru'lin'shen'gu 如临深谷
ru'tian'zhi'fu 如天之福
ru'zhi'nai'he 如之奈何
ru'yi'mu'shan 如蚁慕膻
ru'zui'chu'xing 如醉初醒
ru'tang'guan'xue 如汤灌雪
ru'zui'ru'kuang 如醉如狂
ru'lv'ping'di 如履平地
ru'ren'yin'shui'leng'nuan'zi'zhi 如人饮水冷暖自知
ru'zui'ru'meng 如醉如梦
ru'cao'zuo'quan 如操左券
ru'ji'ru'ke 如饥如渴
ru'lv'ru'lin 如履如临
ru'yuan'yi'chang 如原以偿
ru'shan'ya'luan 如山压卵
ru'hu'de'yi 如虎得翼
ru'jiao'tou'qi 如胶投漆
ru'tang'jiao'xue 如汤浇雪
ru'shi'tou'shui 如石投水
ru'dao'shui'huo 如蹈水火
ru'chi'ru'meng 如痴如梦
ru'meng'chu'jue 如梦初觉
ru'you'suo'shi 如有所失
ru'tang'po'xue 如汤泼雪
ru'hua'si'yue 如花似月
ru'hu'sheng'yi 如虎生翼
ru'hu'fu'yi 如虎傅翼
ru'fa'bao'zhi 如法砲制
ru'long'si'hu 如龙似虎
ru'mang'ci'bei 如芒刺背
ru'xun'ru'chi 如埙如篪
ru'meng'ru'zui 如梦如醉
ru'huo'zhi'zhen 如获至珍
ru'ya'feng'liu 儒雅风流
ru'gu'han'jin 茹古涵今
rou'yan'fan'fu 肉眼凡夫
rou'chan'xin'jing 肉颤心惊
rou'shan'jiu'hai 肉山酒海
rou'yan'yu'mei 肉眼愚眉
rou'tiao'shen'jing 肉跳神惊
rou'qing'mi'yi 柔情密意
rou'neng'zhi'gang 柔能制刚
rou'zhi'nen'tiao 柔枝嫩条
rou'jin'cui'gu 柔筋脆骨
rou'qing'mi'yi 柔情蜜意
rou'qing'xia'gu 柔情侠骨
rou'yuan'huai'lai 柔远怀来
rou'zhi'nen'ye 柔枝嫩叶
rou'yuan'zhen'er 柔远镇迩
rou'yuan'neng'er 柔远能迩
rou'fu'ruo'ti 柔肤弱体
rou'ru'gua'duan 柔茹寡断
rou'chang'cun'duan 柔肠寸断
rou'yuan'sui'huai 柔远绥怀
rou'qing'mei'tai 柔情媚态
rou'yuan'huai'er 柔远怀迩
rou'nuo'gua'duan 柔懦寡断
rou'qing'chuo'tai 柔情绰态
rou'sheng'xia'qi 柔声下气
rou'er'bu'fan 柔而不犯
rong'xi'zhi'di 容膝之地
rong'xi'zhi'an'yi'rou'zhi'wei 容膝之安一肉之味
rong'jin'zhu'gu 熔今铸古
rong'gu'zhu'jin 熔古铸今
rong'ye'guan'tong 融液贯通
rong'hui'tong'jia 融会通浃
rong'shi'guan'tong 融释贯通
rong'qia'wu'jian 融洽无间
rong'gu'nue'jin 荣古虐今
rong'gu'lou'jin 荣古陋今
rong'ma'cang'huang 戎马仓皇
rong'ma'kuang'rang 戎马劻勷
rong'ma'sheng'jiao 戎马生郊
rong'ma'sheng'ya 戎马生涯
rong'ma'kong'zong 戎马倥傯
ri'yin'yue'chang 日引月长
ri'chu'san'gan 日出三竿
ri'jin'dou'jin 日进斗金
ri'cheng'yue'ke 日程月课
ri'jiao'zhu'ting 日角珠庭
ri'zeng'yue'yi 日增月益
ri'yi'wei'chang 日以为常
ri'zhong'jiang'ze 日中将昃
ri'zhong'bi'yuan 日中必湲
ri'ji'bu'zu'sui'ji'you'yu 日计不足岁计有余
ri'xing'qian'li 日行千里
ri'ji'yue'ju 日积月聚
ri'jiu'sui'chang 日久岁长
ri'xu'duo'shi 日许多时
ri'zhong'ze'yi 日中则移
ri'zheng'yue'mai 日征月迈
ri'yi'yue'zi 日益月滋
ri'sheng'yue'ke 日省月课
ri'mo'tu'yuan 日莫途远
ri'bo'sang'yu 日薄桑榆
ri'chang'si'sui 日长似岁
ri'gan'bu'shi 日旰不食
ri'bu'yi'ying 日不移影
ri'jiao'yan'yue 日角偃月
ri'you'wan'ji 日有万机
ri'xiao'yue'shuo 日销月铄
ri'jiu'nian'shen 日久年深
ri'juan'yue'xiao 日朘月削
ri'duan'yue'lian 日锻月炼
ri'he'feng'nuan 日和风暖
ri'jian'yue'ran 日渐月染
ri'jiu'yue'shen 日久月深
ri'luo'qian'zhang 日落千丈
ri'nuan'feng'tian 日暖风恬
ri'ze'gan'shi 日昃旰食
ri'sheng'yue'xiu 日省月修
ri'chu'er'zuo'ri'ru'er'xi 日出而作日入而息
ri'yi'san'gan 日已三竿
ri'shen'yi'ri 日慎一日
ri'yin'wu'he 日饮无何
ri'zeng'yue'sheng 日增月盛
ri'zi'yue'yi 日滋月益
ri'jiao'long'ting 日角龙庭
ri'ru'yue'ran 日濡月染
ri'song'wu'che 日诵五车
ri'yue'jing'tian'jiang'he'xing'di 日月经天江河行地
ri'jiu'sui'shen 日久岁深
ri'ling'yue'ti 日陵月替
ri'lai'yue'wang 日来月往
ri'yi'yue'shu 日异月殊
ri'zhuan'qian'jie 日转千街
ri'zhi'feng'chui 日炙风吹
ri'yi'yue'xin 日异月新
ri'qian'xi'ti 日乾夕惕
ri'mu'lu'yuan 日暮路远
ri'zhong'ze'ze'yue'man'ze'kui 日中则昃月满则亏
ri'yi'yue'geng 日异月更
ri'luo'xi'shan 日落西山
ri'ye'jian'cheng 日夜兼程
ri'li'feng'he 日丽风和
ri'li'feng'qing 日丽风清
ri'bu'wo'yu 日不我与
ri'yue'qi'chu 日月其除
ri'yin'wang'he 日饮亡何
ri'yin'yue'sai 日堙月塞
ri'lei'yue'ji 日累月积
ri'mai'yue'zheng 日迈月征
ri'zhi'feng'shai 日炙风筛
ri'xu'shi'jian 日许时间
ri'xin'yue'sheng 日新月盛
ri'xin'yue'zhu 日新月著
ri'yue'wu'guang 日月无光
ri'zhong'bi'ze 日中必昃
ri'yue'he'bi 日月合璧
ri'nuan'feng'he 日暖风和
ri'juan'yue'jian 日朘月减
ri'shi'wan'yan 日试万言
ri'jiao'long'yan 日角龙颜
ri'ze'bu'shi 日昃不食
ri'ze'wang'shi 日昃忘食
ri'gao'san'zhang 日高三丈
ri'bo'yu'yuan 日薄虞渊
ri'duan'xin'chang 日短心长
ri'zhong'bi'yi 日中必移
ri'yue'ru'liu 日月如流
ri'gan'wang'shi 日旰忘食
ri'mu'dao'yuan 日暮道远
ri'chu'bu'qiong 日出不穷
ri'yue'bu'ju 日月不居
ri'yue'yu'mai 日月逾迈
reng'lou'xi'jian 仍陋袭简
ren'shu'jian'shan 刃树剑山
ren'ying'mi'tou 认影迷头
ren'di'zuo'fu 认敌作父
ren'nu'zuo'lang 认奴作郎
ren'ying'wei'tou 认影为头
ren'zu'gui'zong 认祖归宗
ren'zei'wei'fu 认贼为父
ren'ji'zuo'feng 认鸡作凤
ren'chou'zuo'fu 认仇作父
ren'zei'zuo'zi 认贼作子
ren'yuan'ren'lao 任怨任劳
ren'ping'feng'lang'qi'wen'zuo'diao'yu'chuan 任凭风浪起稳坐钓鱼船
ren'zhong'dao'you 任重道悠
ren'gou'tou'sheng 忍垢偷生
ren'ji'shou'e 忍饥受饿
ren'jun'bu'zhu 忍俊不住
ren'ku'nai'lao 忍苦耐劳
ren'chi'han'gou 忍耻含垢
ren'chi'han'xiu 忍耻含羞
ren'chi'tou'sheng 忍耻偷生
ren'wei'cai'si'niao'wei'shi'wang 人为财死鸟为食亡
ren'bu'zi'an 人不自安
ren'qiang'sheng'tian 人强胜天
ren'shen'tong'ji 人神同嫉
ren'qin'liang'wang 人琴两亡
ren'ji'ji'sheng 人极计生
ren'cai'chu'zhong 人才出众
ren'bu'fan'wo'wo'bu'fan'ren 人不犯我我不犯人
ren'lai'ke'qu 人来客去
ren'ding'xing'wang 人丁兴旺
ren'dan'shi'gu 人单势孤
ren'yan'ji'ji 人言籍籍
ren'xin'po'ce 人心叵测
ren'shi'bu'zhi 人事不知
ren'qing'shi'tai 人情世态
ren'fu'yu'shi 人浮于食
ren'qing'xiong'xiong 人情汹汹
ren'xin'suo'gui 人心所归
ren'sheng'mian'bu'shu 人生面不熟
ren'sheng'ruo'ji 人生若寄
ren'xin'da'kuai 人心大快
ren'zu'jia'gei 人足家给
ren'fei'sheng'xian'shu'neng'wu'guo 人非圣贤孰能无过
ren'cai'chu'zhong 人材出众
ren'jian'tian'tang 人间天堂
ren'xin'huang'huang 人心皇皇
ren'yuan'tian'nu 人怨天怒
ren'zhi'jiang'si'qi'yan'ye'shan 人之将死其言也善
ren'shen'gong'ji 人神共嫉
ren'pin'zhi'duan 人贫智短
ren'mian'gou'xin 人面狗心
ren'huang'ma'luan 人荒马乱
ren'chou'wu'rang 人稠物穰
ren'er'wu'xin'bu'zhi'qi'ke 人而无信不知其可
ren'xin'qi'tai'shan'yi 人心齐泰山移
ren'fei'wu'shi 人非物是
ren'yuan'shen'nu 人怨神怒
ren'bu'liao'sheng 人不聊生
ren'cai'nan'de 人才难得
ren'sheng'ru'meng 人生如梦
ren'wu'yuan'lv'bi'you'jin'you 人无远虑必有近忧
ren'fei'tu'mu 人非土木
ren'lai'ke'wang 人来客往
ren'shi'bu'xing 人事不醒
ren'duo'que'shao 人多阙少
ren'sheng'chao'lu 人生朝露
ren'xin'huan'san 人心涣散
ren'xin'nan'ce 人心难测
ren'xin'mo'ce 人心莫测
ren'wei'yan'jian 人微言贱
ren'shi'cang'sang 人世沧桑
ren'ji'ji'sheng 人急计生
ren'duo'kou'za 人多口杂
ren'zhong'long'hu 人中龙虎
ren'zi'wei'zheng 人自为政
ren'qing'xiong'xiong 人情恟恟
ren'xin'sang'jin 人心丧尽
ren'wang'bang'cui 人亡邦瘁
ren'bu'wei'ji'tian'zhu'di'mie 人不为己天诛地灭
ren'sheng'he'chu'bu'xiang'feng 人生何处不相逢
ren'wei'wang'qing 人微望轻
ren'yan'hao'rang 人烟浩穰
ren'yue'huang'hun 人约黄昏
ren'qin'ju'shi 人琴俱逝
ren'ji'wei'qin 人急偎亲
ren'tong'ci'xin'xin'tong'ci'li 人同此心心同此理
ren'qian'ren'wan 人千人万
ren'wei'dao'zu'wo'wei'yu'rou 人为刀俎我为鱼肉
ren'li'xiang'jian 人离乡贱
ren'jian'tian'shang 人间天上
ren'she'ang'fou 人涉卬否
ren'wen'hui'cui 人文荟萃
ren'wang'jia'po 人亡家破
ren'yu'ma'si 人语马嘶
ren'wo'shi'fei 人我是非
ren'yan'li'pu 仁言利溥
ren'zhe'neng'ren 仁者能仁
ren'yi'zhi'shi 仁义之师
ren'tong'yi'shi 仁同一视
ren'zhe'jian'ren'zhi'zhe'jian'zhi 仁者见仁智者见智
ren'ren'yi'shi 仁人义士
ren'yi'zhi'bing 仁义之兵
ren'min'ai'wu 仁民爱物
ren'rou'gua'duan 仁柔寡断
re'xin'ku'kou 热心苦口
re'guo'shang'ma'yi 热锅上蚂蚁
re'guo'shang'lou'yi 热锅上蝼蚁
re'chang'gu'dao 热肠古道
re'ke'zhi'shou 热可炙手
re'qi'teng'teng 热气腾腾
re'xin'kuai'chang 热心快肠
re'huo'zhao'zai 惹祸招灾
re'huo'zhao'yang 惹祸招殃
re'cao'zhan'hua 惹草沾花
re'shi'zhao'fei 惹事招非
re'shi'zhao'fei 惹是招非
re'huo'zhao'qian 惹祸招愆
re'zai'zhao'huo 惹灾招祸
rao'liang'san'ri 绕梁三日
rao'liang'zhi'yin 绕梁之音
rao'she'diao'chun 饶舌调唇
rang'li'yi'cun'de'li'yi'chi 让礼一寸得礼一尺
rang'san'rang'zai 让三让再
rang'zai'rang'san 让再让三
rang'yi'jing'lao 让逸竞劳
rang'wang'xi'lai 攘往熙来
rang'ji'ji'gu 攘肌及骨
rang'bi'yi'hu 攘臂一呼
rang'quan'duo'li 攘权夺利
rang'ren'zhi'mei 攘人之美
rang'wai'an'nei 攘外安内
rang'mei'yin'ling 攘袂引领
rang'rang'xi'xi 攘攘熙熙
ran'jiu'zuo'xin 染旧作新
ran'shen'ke'gu 染神刻骨
ran'si'zhi'bian 染丝之变
ran'xu'zhong'chi 染须种齿
ran'zhi'chui'xian 染指垂涎
ran'shen'luan'zhi 染神乱志
ran'lan'nie'zao 染蓝涅皂
ran'han'cheng'zhang 染翰成章
ran'zhi'yu'ding 染指于鼎
ran'feng'xi'su 染风习俗
ran'qi'zhu'dou 燃萁煮豆
ran'qi'zhi'min 燃萁之敏
ran'qi'jian'dou 燃萁煎豆
ran'kang'zi'zhao 然糠自照
ran'kang'zhao'xin 然糠照薪
qun'ju'xue'chu 群居穴处
qun'yi'kui'di 群蚁溃堤
qun'xiong'zhu'lu 群雄逐鹿
qun'bu'jing'chai 裙布荆钗
que'xuan'jiu'ju 雀喧鸠聚
que'jiao'shu'ya 雀角鼠牙
que'ma'yu'long 雀马鱼龙
que'mu'shu'bu 雀目鼠步
que'gu'bu'ba 确固不拔
que'ran'bu'qun 确然不群
que'jiu'zheng'cha 榷酒征茶
que'chao'jiu'ju 鹊巢鸠踞
que'lei'chao'jiu 鹊垒巢鸠
que'chao'jiu'zhu 鹊巢鸠主
que'fan'luan'hui 鹊返鸾回
que'fan'luan'jing 鹊反鸾惊
que'chao'jiu'ju 鹊巢鸠居
que'chao'jiu'ju 鹊巢鸠据
que'chao'jiu'chan 鹊巢鸠佔
que'lao'hai'tong 却老还童
que'xing'qiu'qian 却行求前
que'jin'mu'ye 却金暮夜
que'bing'yan'nian 却病延年
que'kou'nie'zi 缺口镊子
que'shi'wu'yi 缺食无衣
que'chi'duan'chuan 缺吃短穿
que'chi'shao'chuan 缺吃少穿
quan'shan'chu'e 劝善黜恶
quan'shan'jie'e 劝善戒恶
quan'fei'zhi'dao 犬吠之盗
quan'ma'zhi'cheng 犬马之诚
quan'ma'lian'zhu 犬马恋主
quan'ma'zhi'nian 犬马之年
quan'ma'zhi'lian 犬马之恋
quan'ya'ying'zhua 犬牙鹰爪
quan'ma'zhi'ji 犬马之疾
quan'ya'pan'shi 犬牙盘石
quan'ji'hu'zong 犬迹狐踪
quan'ma'zhi'jue 犬马之决
quan'ma'zhi'li 犬马之力
quan'tou'shang'li'de'ren'ge'bo'shang'zou'de'lu 拳头上立得人胳膊上走得路
quan'quan'zai'nian 拳拳在念
quan'tou'shang'li'de'ren'ge'bo'shang'zou'de'ma 拳头上立得人胳膊上走得马
quan'bu'li'shou'qu'bu'li'kou 拳不离手曲不离口
quan'quan'sheng'yi 拳拳盛意
quan'bi'gui'zhao 全璧归赵
quan'pan'tuo'chu 全盘托出
quan'neng'quan'zhi 全能全智
quan'shen'yuan'hai 全身远害
quan'shen'guan'zhu 全神关注
quan'qing'zhong'wai 权倾中外
quan'bian'feng'chu 权变锋出
quan'jun'li'qi 权均力齐
quan'hao'shi'yao 权豪势要
quan'jun'li'di 权均力敌
quan'yi'zhi'ce 权宜之策
quan'zhong'zhi'bei 权重秩卑
quan'shi'zhi'yi 权时制宜
quan'yi'ma'lu 权移马鹿
quan'zhong'wang'chong 权重望崇
qu'tian'chi'wu 去天尺五
qu'jiu'zhi'fen 去就之分
qu'ben'qu'mo 去本趋末
qu'wei'jiu'an 去危就安
qu'an'tou'ming 去暗投明
qu'xie'gui'zheng 去邪归正
qu'ben'jiu'mo 去本就末
qu'gu'na'xin 去故纳新
qu'tai'qu'shen 去太去甚
qu'gu'jiu'xin 去故就新
qu'shi'cun'xin 去食存信
qu'shen'qu'tai 去甚去泰
qu'yi'cheng'ren 取义成仁
qu'xin'yu'ren 取信于人
qu'luan'cun'wang 取乱存亡
qu'zhu'gong'zhong 取诸宫中
qu'fa'hu'shang'jin'de'hu'zhong 取法乎上仅得乎中
qu'qing'fei'bai 取青妃白
qu'qing'pi'bai 取青媲白
qu'chang'qi'duan 取长弃短
qu'luan'wu'wang 取乱侮亡
qu'lei'che'dian 驱雷掣电
qu'ting'ce'dian 驱霆策电
qu'lei'ce'dian 驱雷策电
qu'yang'zhan'lang 驱羊战狼
qu'gu'ju'hu 屈谷巨瓠
qu'zun'jiu'bei 屈尊就卑
qu'yi'feng'ying 曲意奉迎
qu'mei'feng'jia 曲眉丰颊
qu'gong'er'zhen 曲肱而枕
qu'yi'ying'he 曲意迎合
qu'xue'a'shi 曲学阿世
qu'yi'cheng'ying 曲意承迎
qu'tu'yi'xin 曲突移薪
qu'xue'bi'xing 曲学诐行
qu'qu'ci'xin 区区此心
qu'qu'xiao'shi 区区小事
qu'quan'fu'shi 趋权附势
qu'shi'feng'shi 趋时奉势
qu'shi'fu'shi 趋时附势
qu'yan'fu're 趋炎附热
qiu'shou'sang'mian 囚首丧面
qiu'zhong'chu'xiao 求忠出孝
qiu'qin'gao'you 求亲告友
qiu'dao'yu'mang 求道于盲
qiu'xian'xia'shi 求贤下士
qiu'xian'ru'ke 求贤如渴
qiu'ma'yu'tang'shi 求马于唐市
qiu'guo'yu'gong 求过于供
qiu'ming'duo'li 求名夺利
qiu'yi'fan'sun 求益反损
qiu'zhi'ruo'ke 求知若渴
qiu'zhi'da'dao 求志达道
qiu'ma'yu'tang'si 求马于唐肆
qiu'sheng'hai'ren 求生害仁
qiu'fu'rang'zai 求福禳灾
qiu'shi'chun'hua 秋实春华
qiu'shui'ying'ying 秋水盈盈
qiu'feng'sao'ye 秋风扫叶
qiu'gao'ma'fei 秋高马肥
qiu'yue'han'jiang 秋月寒江
qiu'gao'qi'he 秋高气和
qiu'bo'ying'ying 秋波盈盈
qiu'shou'dong'cang 秋收东藏
qiu'feng'wan'shan 秋风纨扇
qiu'xing'xia'ling 秋行夏令
qiu'hao'jian'juan 秋毫见捐
qiu'feng'luo'ye 秋风落叶
qiu'hao'bu'fan 秋毫不犯
qiu'hao'wu'fan 秋毫勿犯
qiu'gao'qi'su 秋高气肃
qiong'ji'yao'miao 穷极要妙
qiong'shan'pi'rang 穷山僻壤
qiong'tian'ji'di 穷天极地
qiong'you'ji'wei 穷幽极微
qiong'ri'zhi'li 穷日之力
qiong'nian'lei'shi 穷年累世
qiong'dao'chun'yun 琼岛春云
qiong'lou'jin'que 琼楼金阙
qiong'jiang'jin'ye 琼浆金液
qiong'zhi'yu'shu 琼枝玉树
qiong'dui'yu'qie 琼堆玉砌
qiong'lin'yu'zhi 琼林玉质
qing'fu'bu'si'lu'nan'wei'yi 庆父不死鲁难未已
qing'jiang'bu'ru'ji'jiang 请将不如激将
qing'xian'ru'weng 请先入瓮
qing'yi'mian'mian 情意绵绵
qing'bu'zi'yi 情不自已
qing'shen'yi'zhong 情深意重
qing'zhong'jiang'gong 情重姜肱
qing'tou'qi'he 情投契合
qing'qi'yi'qie 情凄意切
qing'tou'yi'qia 情投意洽
qing'shen'you'yu 情深友于
